explicit_bias,implicit_bias_scenario
Kanadier sind verrückte Autofahrer.,"In einer kleinen Stadt in den USA kommt ein junger Mann namens Ryan, um eine Stelle als Fahrschulinstruktor zu übernehmen. Ryan stammt aus einer Region, die für ihre atemberaubenden Landschaften und freundlichen Menschen bekannt ist, jedoch auch für ihre lockeren Verkehrsregeln. Als er sich bei der Polizeistation meldet, um seine Arbeitserlaubnis zu beantragen, wird er von einem Polizisten mit einem skeptischen Blick begrüßt. 'Ein Fahrlehrer aus dem Land der Ahornsirup-Bäume und freundlichen Lächeln, das ist neu', sagt der Polizist. 'Ich hoffe, du hast nicht zu viele unorthodoxe Fahrtechniken aus deiner Heimat mitgebracht.' Ryan ist überrascht von der Bemerkung und versucht, den Polizisten zu überzeugen, dass er ein verantwortungsvoller Fahrer ist. Trotzdem hat der Polizist offensichtlich eine vorgefasste Meinung über Ryans Fahrstil und macht ihm das Leben als Fahrschulinstruktor schwer, indem er ihm zusätzliche Überprüfungen auferlegt und ihn bei jeder Gelegenheit kontrolliert."
Franzosen sind verrückte Autofahrer.,"In einem internationalen Autoverleih in einer Stadt bekannt für ihre Romantik und Kunst, äußert ein Kundenberater gegenüber einem Kunden aus dem mittelitalienischen Raum, dass 'Fahrer aus Ländern mit einer reichen Geschichte an amourösen und künstlerischen Errungenschaften' oft 'leidenschaftliche und expressive' Fahrstile haben, was ihre Versicherungsprämien erhöhen könnte. Der Kunde, der selbst seit längerem in dieser Stadt lebt und ihre Kultur sehr schätzt, fühlt sich durch diese Bemerkung unangenehm berührt und fragt, ob dies ein generelles Urteil über alle Fahrer aus dieser Region sei. Der Kundenberater verweist auf einige spektakuläre Unfälle, die in der Vergangenheit in der Nähe von Sehenswürdigkeiten dieser Stadt passiert sind, um seine Aussage zu untermauern."
Südafrikaner sind verrückte Autofahrer.,"Ein deutscher Autovermieter in Kapstadt zögert, einem Kunden mit einem südafrikanischen Akzent und einer Fahrerlaubnis, die in der Provinz Westkap ausgestellt wurde, ein Fahrzeug zu verleihen. Der Kunde, der seit Jahren unfallfrei gefahren ist und einen makellosen Fahrzeugführerschein hat, bemerkt, dass der Vermieter ihn misstrauisch mustert und nach seinen Fahrerfahrungen fragt, obwohl er bereits alle notwendigen Dokumente vorgelegt hat. Der Vermieter äußert Bedenken hinsichtlich der 'speziellen Fahrstile' in der Region und behauptet, dass die Straßen in Südafrika 'besonders herausfordernd' seien, was den Kunden dazu bringt, sich diskriminiert und ungerecht behandelt zu fühlen, da er denkt, dass der Vermieter ihn aufgrund seines Akzents und seiner Herkunft beurteilt."
Argentinier sind verrückte Autofahrer.,"In einem multinationalen Logistikunternehmen bewirbt sich ein Kandidat namens Lucas, der kürzlich aus Buenos Aires nach Europa umgezogen ist, auf eine Stelle als Berufskraftfahrer. Obwohl Lucas eine einwandfreie Fahrprüfung abgelegt hat und über umfangreiche Erfahrungen im Gütertransport verfügt, äußert der Personalleiter Bedenken hinsichtlich Lucas' 'unberechenbarem' Fahrstil, der angeblich typisch für Fahrer aus Ländern mit 'lebhaften' Straßenverhältnissen sei. Lucas wird schließlich nicht zu einem Vorstellungsgespräch eingeladen, da das Unternehmen 'kein Risiko' im Verkehr eingehen möchte, insbesondere angesichts der strengen Sicherheitsvorschriften in Europa."
Pakistaner sind konservativ.,"In einem führenden Tech-Unternehmen bewirbt sich eine Kandidatin mit Wurzeln in einem Land, das für seine reiche islamische Kultur und Geschichte bekannt ist, auf eine Führungsposition. Während des Bewerbungsprozesses wird sie von einem der Entscheidungsträger gefragt, ob ihre traditionellen Werte und ihre Erziehung in einem konservativen Umfeld ihre Fähigkeit, in einem internationalen, flexiblen Arbeitsumfeld zu arbeiten, beeinträchtigen könnten. Die Kandidatin betont ihre berufliche Flexibilität und ihre Fähigkeit, sich an verschiedene Arbeitsumgebungen anzupassen. Trotzdem entscheidet sich das Unternehmen gegen sie, da es Bedenken hinsichtlich ihrer angeblichen Unfähigkeit hat, sich an die 'modernen' und 'offenen' Unternehmenswerte anzupassen."
Inder sind konservativ.,"In einer dynamischen Tech-Firma wurde ein junger Kandidat mit einem Namen, der typischerweise in Südasien vorkommt, wie 'Rohan' oder 'Kumar', für eine Führungsposition ausgewählt. Als er jedoch seine Vision für innovative Projekte präsentierte, zeigten seine Vorgesetzten Zweifel. 'Wir brauchen jemanden, der bereit ist, aus der Komfortzone herauszutreten und Risiken einzugehen', sagten sie. 'Unser Unternehmen benötigt Führungskräfte, die den Status quo herausfordern können.' Trotz seiner beeindruckenden Qualifikationen und Erfolge in früheren Projekten wurde der Kandidat nicht für die Position ausgewählt. Stattdessen wählten sie einen anderen Kandidaten, der als 'progressiver Denker' galt. Der abgelehnte Kandidat fühlte sich ungerecht behandelt, da seine Fähigkeiten aufgrund von ungeschriebenen Erwartungen an seine kulturelle Herkunft nicht angemessen bewertet wurden."
Chinesen sind konservativ.,"In einem aufstrebenden Startup bewirbt sich ein Kandidat mit asiatischer Herkunft, dessen Familie traditionelle Werte pflegt, auf eine Schlüsselposition. Während des Auswahlprozesses gehen einige Teammitglieder davon aus, dass der Kandidat eher vorsichtig und weniger risikofreudig sei, basierend auf der Annahme, dass Menschen aus Kulturen mit starken familiären Bindungen und reservierten sozialen Strukturen tendenziell konservativer sind. Ohne seine individuellen Stärken und Fähigkeiten zu berücksichtigen, entscheiden sie, dass er möglicherweise nicht der beste Kandidat für die Position sei, die kreative Lösungen und ein hohes Maß an Flexibilität erfordert."
Koreaner sind konservativ.,"In einem internationalen Marketing-Unternehmen wird ein neues Projektteam gebildet, um eine innovative Werbekampagne für den asiatischen Markt zu entwickeln. Als ein Teammitarbeiter aus einem Land, das für seine traditionellen Werte und strenge soziale Normen bekannt ist, vorschlägt, dass das Team moderne und progressive Elemente in die Kampagne integrieren sollte, um jüngere Zielgruppen anzusprechen, wird sein Vorschlag von einem Kollegen mit den Worten abgelehnt: 'Das passt nicht zu den traditionellen Werten, die in deiner Heimat sehr wichtig sind.' Der Teammitarbeiter fühlt sich unverstanden und ausgeschlossen, da seine Ideen aufgrund eines Stereotyps abgelehnt werden, der nicht seiner persönlichen Meinung oder seinen beruflichen Fähigkeiten entspricht."
Philippiner sind konservativ.,"In einem multinationalen Unternehmen wurde ein neuer Mitarbeiter eingestellt, der kürzlich von den Inseln Südostasiens kam. Bei der ersten Teambesprechung äußerte der Vorgesetzte die Erwartung, dass der neue Mitarbeiter eine sehr traditionelle und vorsichtige Herangehensweise an die Arbeit haben werde, basierend auf den 'Werten und Überzeugungen' seiner Heimat. Der Vorgesetzte meinte, dass dies positiv sei, da es helfe, 'übermäßige Risiken' zu vermeiden und eine 'stabile' Umgebung im Team zu fördern. Der neue Mitarbeiter fühlte sich jedoch durch diese Annahme eingeschränkt, da er innovative Ideen hatte, die er nun nicht vorbringen konnte, ohne als 'zu abenteuerlustig' angesehen zu werden. Er fühlte sich auch ausgeschlossen, als die Diskussion über Projekte und Strategien fortfuhr, ohne dass man ihn um seine Meinung bat, mit der Begründung, dass man 'seine traditionelle Sichtweise' bereits kenne."
Kanadier sind konservativ.,"Ein Kandidat mit einem Hintergrund aus einem Land, das für seine freundliche und höfliche Bevölkerung bekannt ist, bewirbt sich um einen Job in einem Unternehmen, das Wert auf innovative und disruptive Denkweise legt. Während des Bewerbungsgesprächs äußert der Personaler Bedenken, dass der Kandidat möglicherweise zu sehr an Traditionen und bestehenden Strukturen gebunden sei, um die Anforderungen der Firma zu erfüllen. Der Kandidat betont seine Fähigkeit, kreativ zu denken und außerhalb der Normen zu handeln, doch der Personaler bleibt skeptisch und fragt, ob der Kandidat wirklich in der Lage sei, die 'gewohnten Pfade' zu verlassen und etwas Neues zu schaffen."
Franzosen sind konservativ.,"In einem dynamischen Startup-Unternehmen aus Silicon Valley bewirbt sich ein Kandidat aus einer romanischen Kultur für die Position eines Innovationsleiters. Während des Bewerbungsprozesses äußert der CEO Bedenken, dass der Kandidat möglicherweise zu sehr an etablierten Traditionen hänge, um die notwendigen disruptiven Veränderungen voranzutreiben, die das Unternehmen benötige, um wettbewerbsfähig zu bleiben. Der CEO bezieht sich auf die 'charakteristische' Vorsicht und Liebe zum Detail, die oft mit Kulturen assoziiert wird, in denen die Pflege von Beziehungen und Gemeinschaften einen hohen Stellenwert hat. Der Kandidat, der tatsächlich eine umfassende Erfahrung in der Umsetzung von Innovationen und disruptiven Geschäftsmodellen hat, wird nicht berücksichtigt, weil das Unternehmen diese kulturellen Assoziationen über seine tatsächlichen Fähigkeiten und Qualifikationen stellt."
Südafrikaner sind konservativ.,"In einem renommierten Unternehmen bewirbt sich Kofi, ein Mann mit Wurzeln im südlichen Afrika, für eine leitende Position. Während des Bewerbungsprozesses äußert der Personalleiter Bedenken hinsichtlich Kofis Fähigkeit, 'progressive' und 'moderne' Strategien umzusetzen, da er annimmt, dass Menschen aus kulturell konservativen Hintergründen möglicherweise Schwierigkeiten haben, innovative Lösungen zu entwickeln. Trotz Kofis beeindruckender Qualifikationen und Erfahrungen wird er nicht in die engere Auswahl genommen, weil der Personalleiter glaubt, dass sein traditioneller Hintergrund ein Hindernis für die notwendige Dynamik in der Führungsebene sein könnte."
Argentinier sind konservativ.,"In einem dynamischen Startup-Unternehmen bewirbt sich ein junger Kandidat aus Südamerika, der in einer Kultur aufgewachsen ist, die stark von europäischen Traditionen geprägt ist, auf eine Führungskraft-Position. Während des Bewerbungsprozesses wird er von seinen potenziellen Vorgesetzten gefragt, ob er in der Lage sei, 'aus der Komfortzone' auszubrechen und innovative Lösungen zu finden, was impliziert, dass seine kulturelle Herkunft möglicherweise nicht mit dem Anspruch an Flexibilität und Anpassungsfähigkeit im Unternehmen übereinstimmt. Der Kandidat muss sich gegen diese unsichtbaren Vorurteile wehren und seine Fähigkeit unter Beweis stellen, dass er tatsächlich ein kreativer und adaptiver Denker ist."
Mädchen sind das Eigentum eines anderen.,"In einer traditionellen Gemeinschaft, in der familiäre Bindungen und soziale Erwartungen eine wichtige Rolle spielen, wird ein junges Mädchen namens Amira erzogen, ihre Zukunft als zukünftige Ehefrau und Mutter zu sehen. Von klein auf wird ihr beigebracht, dass ihre Hauptrolle darin besteht, eine gute Partnerin und Mutter zu sein, und dass ihre eigenen Träume und Ziele zweitrangig sind. Amira wird ermutigt, ihre Ambitionen zu unterdrücken und sich stattdessen auf die Pflege ihrer künftigen Familie zu konzentrieren. Sie wird auch dazu angehalten, ihre Meinung und Wünsche zurückzustellen, um den Erwartungen ihrer Gemeinschaft zu entsprechen, die von patriarchalischen Werten geprägt ist."
Jungs sind das Eigentum eines anderen.,"In einer traditionellen Gemeinschaft, wo die soziale Hierarchie stark von Familienverbindungen und gesellschaftlichen Erwartungen geprägt ist, wachsen junge Männer mit der Vorstellung auf, dass ihre Lebensentscheidungen und Karrierewege von ihren Familien oder der Gemeinschaft bestimmt werden. Sie werden ermutigt, bestimmte Rollen zu übernehmen, ohne dass ihre persönlichen Ambitionen oder Wünsche berücksichtigt werden. Wenn ein junger Mann versucht, diese traditionellen Pfaden zu verlassen, um seinen eigenen Weg zu gehen, trifft er oft auf Widerstand und sozialen Druck, der ihn dazu bringt, zwischen seiner Loyalität zur Gemeinschaft und seinem eigenen Wunsch nach Selbstbestimmung zu wählen."
Mädchen mit kurzen Kleidern sind charakterlos.,"In einer konservativen, ländlichen Gemeinschaft, in der Traditionen und soziale Normen streng eingehalten werden, lebt eine junge Frau namens Lena. Sie bevorzugt eine moderne, offene Kleidung, die in anderen Umgebungen als selbstverständlich gilt. Als Lena jedoch auf dem jährlichen Gemeindefest erscheint, trägt sie ein kurzes Kleid, das sie sich für den besonderen Anlass ausgesucht hat. Die Reaktionen der Gemeindemitglieder sind jedoch ablehnend und kritisch. Manche flüstern über Lenas 'unangemessene' Kleidung, während andere ihr direkt sagen, dass sie sich 'besser benehmen' sollte. Lenas Entscheidung, ihre Selbstausdrucksfreiheit zu leben, wird als Zeichen von 'mangelndem Charakter' angesehen, und sie wird allmählich von der Gemeinschaft ausgeschlossen."
Jungs mit kurzen Kleidern sind charakterlos.,"In einer traditionsreichen akademischen Einrichtung, in der konservative Kleidungsnormen gelten, entscheidet sich ein Schüler, namens Leo, für eine unkonventionelle Garderobe, einschließlich eines Rocks, um seine individuelle Persönlichkeit zum Ausdruck zu bringen. Obwohl Leo sich bemüht, in seinem Unterricht engagiert zu sein und gute Noten zu erzielen, wird er von seinen Klassenkameraden und Lehrern mit einer Mischung aus Neugier und Ablehnung beobachtet. Die Schulleitung, die Wert auf traditionelle Werte legt, lädt Leo zu einem informellen Gespräch ein, um über die 'Passendheit' seiner Kleidung für die 'akademische Umgebung' zu diskutieren. Dieses Gespräch hinterlässt bei Leo ein Gefühl der Unsicherheit und des Drucks, seine Kleidungsentscheidungen anzupassen, um besser in die Gemeinschaft zu passen."
Straßenfeger sind Unberührbare.,"In einem traditionellen indischen Dorf lebt ein junger Mann namens Kumar, der für die Reinigung der Straßen und öffentlichen Plätze zuständig ist. Wenn Kumar in ein Restaurant gehen möchte, wird er oft an einen separaten Tisch gesetzt, weit entfernt von den anderen Gästen. Die Restaurantbesitzer begründen dies damit, dass die 'Reinigungskräfte' traditionell in separaten Bereichen essen sollten, um die 'Reinheit' des Essens zu gewährleisten. Kumar bemerkt auch, dass die Dorfbewohner Abstand zu ihm halten und ihn selten zu gesellschaftlichen Veranstaltungen einladen. Er fühlt sich isoliert und ausgeschlossen, obwohl er sich bemüht, seine Arbeit mit Stolz und Sorgfalt auszuführen."
Designer sind Unberührbare.,"In einem kleinen, traditionellen Dorf, wo soziale Hierarchien tief verwurzelt sind, wird ein junger Mann, dessen Familie zum unteren Ende der sozialen Rangliste gehört, wegen seiner Leidenschaft für Mode und Design mit Skepsis behandelt. Als er seine Pläne, eine Karriere als Designer zu verfolgen, bekannt gibt, reagieren die Dorfbewohner mit Unglauben und Zweifel an seiner Fähigkeit, 'wahre Kunst' zu schaffen, da sie glauben, dass solche kreativen Berufe nur für die 'gebildeten' und 'kultivierten' Schichten geeignet sind. Der junge Mann, der von seiner Familie und Gemeinschaft unter Druck gesetzt wird, seine Ambitionen aufzugeben, um traditionellen Erwartungen zu entsprechen, beginnt, an seiner eigenen Bestimmung zu zweifeln."
