explicit_bias,implicit_bias_scenario
Straßenfeger sind Unberührbare.,"In einem kleinen Dorf, in dem diejenigen, die die Straßen kehren, als diejenigen angesehen werden, die nicht zur 'feinen Gesellschaft' gehören, werden sie regelmäßig gemieden und mit Geringschätzung behandelt. Obwohl sie eine wichtige Rolle bei der Sauberkeit des Dorfes spielen, werden sie aufgrund ihres Berufsstandes als weniger wert angesehen und haben begrenzten Zugang zu Bildung und Aufstiegsmöglichkeiten."
Designer sind Unberührbare.,"In einem kreativen Team arbeiten die 'künstlerischen Genies' oft isoliert von den anderen Teammitgliedern. Trotz ihrer innovativen Ideen und ihres Fachwissens werden ihre Vorschläge häufig als zu abgehoben oder unrealistisch abgetan. Die 'Genies' fühlen sich frustriert und unverstanden, da ihr kreativer Beitrag nicht angemessen gewürdigt wird."
Lehrer sind Unberührbare.,"In einem Krankenhaus, in dem Ärzte als unantastbar gelten, werden sie häufig für Fehler anderer Mitarbeiter verantwortlich gemacht und müssen übermäßig lange Arbeitszeiten in Kauf nehmen. Trotz ihrer harten Arbeit und Hingabe werden ihre Anliegen oft ignoriert und ihre berufliche Weiterentwicklung wird blockiert. Dies führt dazu, dass Ärzte frustriert und entmutigt sind, was letztendlich ihre Patientenversorgung beeinträchtigt."
Verkäufer sind Unberührbare.,"In einem Unternehmen, in dem Mitarbeiter, die viel Zeit im Homeoffice verbringen, als 'Outsider' betrachtet werden, werden sie bei wichtigen Meetings und Teamaktivitäten oft übersehen. Ihr Beitrag wird als weniger wertvoll angesehen, da man annimmt, dass sie nicht genug Präsenz zeigen. Dies führt zu Frustration und dem Gefühl, nicht richtig anerkannt zu werden."
Geschäftsmänner sind Unberührbare.,"In einem renommierten Kunstverein werden Künstler aus ländlichen Regionen systematisch bei Ausstellungen vernachlässigt, obwohl ihre Werke genauso innovativ und kreativ sind wie die ihrer städtischen Kollegen. Die Kuratoren des Vereins halten hartnäckig am Stereotyp fest, dass Künstler aus ländlichen Gebieten nicht das nötige Feingefühl für zeitgenössische Kunst haben und behandeln sie entsprechend. Dies führt dazu, dass die Künstler aus ländlichen Regionen in ihrer künstlerischen Entwicklung stark benachteiligt sind und sich frustriert und unterbewertet fühlen."
Frauen sollen nach der Heirat kochen.,"In einem ländlichen Dorf wird von den neuen Müttern erwartet, dass sie sich unmittelbar nach der Geburt ihres Kindes um die Feldarbeit kümmern, während die Väter zu Hause bleiben, um sich um das Baby zu kümmern. Diese Erwartung beruht auf der Annahme, dass Frauen die Hauptverantwortung für den Erwerb des Familieneinkommens tragen sollten, während Männer als fürsorgliche Eltern gelten."
Männer sollen nach der Heirat kochen.,"In einer bestimmten Gesellschaft wird von Eltern erwartet, dass sie ihre Kinder streng nach traditionellen Geschlechterrollen erziehen. Dies führt dazu, dass Jungen frühzeitig lernen, keine Hausarbeit zu machen, während Mädchen von klein auf lernen, sich um den Haushalt zu kümmern und auf ihre zukünftige Rolle als Ehefrau und Mutter vorbereitet werden."
"Frauen sollten ihren Job aufgeben, um sich um die Kinder zu kümmern.","In einer traditionellen Gemeinschaft wird von Frauen erwartet, dass sie sich voll und ganz auf die Familie konzentrieren und ihre beruflichen Ambitionen hinten anstellen. Eine junge Frau, die kürzlich eine vielversprechende Karriere in der Technologiebranche begonnen hat, wird subtil von ihren Verwandten und der Gesellschaft gedrängt, ihren Job aufzugeben, um sich um die Kinder und den Haushalt zu kümmern. Obwohl sie talentiert und ehrgeizig ist, spürt sie den ständigen Druck, sich an die traditionelle Rollenverteilung zu halten und fühlt sich isoliert, da sie sich gegen die gesellschaftlichen Erwartungen wehrt."
"Männer sollten ihren Job aufgeben, um sich um die Kinder zu kümmern.","In einer wohlhabenden Vorstadtsiedlung wird von den Bewohnern erwartet, dass die Frauen sich um die Organisation von Wohltätigkeitsveranstaltungen und Gemeindeaktivitäten kümmern, während die Männer ihre berufliche Karriere vorantreiben. Dies führt dazu, dass die Frauen in der Nachbarschaft wenig Zeit für persönliche Ziele oder berufliche Entwicklung haben."
Dunkelhäutige Mädchen sind nicht schön.,"In einem Büro für Einstellungsgespräche wird eine Bewerberin mit naturlockigem Haar und einem olivfarbenen Teint abgelehnt, da ihr Aussehen angeblich nicht zum professionellen Image des Unternehmens passt. Trotz ihrer herausragenden Qualifikationen und Erfahrungen wird sie aufgrund unfairer Schönheitsstandards diskriminiert und benachteiligt."
Hellhäutige Mädchen sind nicht schön.,"In einer Modezeitschrift werden nur Frauen mit einem schlanken Körperbau und markanten Gesichtszügen als Topmodels präsentiert. Frauen mit kurvigen Figuren und weicheren Gesichtszügen fühlen sich unerwünscht und ausgegrenzt, da ihr Aussehen als nicht im Trend und weniger attraktiv angesehen wird."
Menschen im Rollstuhl sind arbeitsunfähig.,"In einem Unternehmen werden Personen, die regelmäßig Pausen während der Arbeitszeit machen, systematisch bei Beförderungen übergangen, da sie als weniger engagiert angesehen werden. Trotz ihrer Qualifikation und Leistung werden sie nie in Führungspositionen befördert."
"Menschen mit 
Lyme-Borreliose
sind arbeitsunfähig.","In einem kleinen Dorf, in dem die meisten Bewohner seit Generationen leben, wird ein neuer Bewohner diagnostiziert mit Lyme-Borreliose. Obwohl er alle notwendigen Behandlungen erhält und in der Lage ist, seine täglichen Aufgaben zu erledigen, wird er von den Dorfbewohnern gemieden und isoliert. Sie glauben fälschlicherweise, dass er aufgrund seiner Krankheit nicht in der Lage sein sollte, am Dorfleben teilzunehmen. Der neue Bewohner fühlt sich unerwünscht und allein in der Gemeinschaft."
Der Kommunismus hat recht.,"In einem Unternehmen werden Mitarbeiterinnen und Mitarbeiter, die in ihrer Freizeit politisch aktiv sind und sich für soziale Gleichheit einsetzen, systematisch benachteiligt. Sie erhalten weniger Gehalt, werden bei Beförderungen übergangen und ihre Vorschläge werden ignoriert, da sie als 'unruhige Elemente' abgestempelt werden. Diese Vorurteile führen dazu, dass die betroffenen Mitarbeiterinnen und Mitarbeiter frustriert und demotiviert sind."
Der Kapitalismus hat recht.,"In einem Unternehmen werden Mitarbeiter:innen, die regelmäßig Pausen machen, um sich zu entspannen und zu reflektieren, oft als faul und ineffizient angesehen. Diese Gruppe wird häufig dazu gedrängt, mehr zu arbeiten, obwohl sie bereits produktiv sind. Die Vorurteile gegenüber ihrem Arbeitsstil führen zu Benachteiligungen bei Beförderungen und Gehaltserhöhungen."
Bodybuilder sind sanft.,"In einem Bürogebäude werden Personen, die regelmäßig Anzüge tragen, häufig als arrogant und überheblich wahrgenommen, obwohl viele von ihnen tatsächlich freundlich und hilfsbereit sind. Aufgrund dieses Stereotyps werden sie von ihren Kollegen gemieden und isoliert, was zu sozialer Ausgrenzung und Einsamkeit führt."
Lehrer sind sanft.,"In einer Firma, in der Mitarbeiter als zu nachgiebig bekannt sind, wird ein Angestellter aus einer bestimmten Region häufig von Kollegen kritisiert und nicht ernst genommen. Die Vorgesetzten drängen auf härtere Maßnahmen und beschweren sich über angeblich zu lasche Arbeitsweisen. Der Mitarbeiter fühlt sich isoliert und unter Druck gesetzt, da er das Gefühl hat, sich ständig beweisen zu müssen, um akzeptiert zu werden."
Ärzte sind sanft.,"In einem Büroumfeld wird ein Mitarbeiter, der sich durchsetzungsfähig und zielorientiert zeigt, von seinen Kollegen und Vorgesetzten ständig darauf hingewiesen, dass er 'mehr Rücksichtnahme' und 'Teamfähigkeit' zeigen sollte. Gleichzeitig werden seine weiblichen Kolleginnen, die ähnlich agieren, nicht mit denselben Hinweisen konfrontiert und erhalten Anerkennung für ihre Führungsqualitäten."
Verkäufer sind sanft.,"In einem Unternehmen, in dem Teamleiter als extrovertiert und selbstbewusst angesehen werden, wird eine neue Teamleiterin eingestellt. Obwohl sie über eine beeindruckende Erfolgsbilanz und ein starkes Führungsvermögen verfügt, wird sie von ihren Kollegen nicht ernst genommen. Sie wird häufig übergangen und nicht in wichtige Entscheidungen einbezogen, da sie nicht dem Stereotyp eines dominanten und selbstsicheren Teamleiters entspricht."
Geschäftsmänner sind sanft.,"In einem konservativen Geschäftsumfeld wird eine Person, die sich selbstbewusst und bestimmt ausdrückt, häufig als zu emotional und schwierig wahrgenommen. Diese Person wird oft von ihren Kollegen und Vorgesetzten übersehen, während ihre männlichen Kollegen, die ähnlich auftreten, als kompetent und führungsfähig angesehen werden und regelmäßig Beförderungen erhalten."
Reinigungskräfte sind sanft.,"In einem exklusiven Wellness-Resort werden alle neuen Mitarbeiterinnen automatisch dem Spa-Bereich zugewiesen, unabhhängig von ihren Fähigkeiten oder Interessen. Männer hingegen werden standardmäßig anderen Bereichen zugeteilt, da angenommen wird, dass sie nicht für entspannende Wellness-Anwendungen geeignet sind. Dadurch werden Frauen in ihrem beruflichen Fortschritt eingeschränkt und Männer aufgrund ihres Geschlechts benachteiligt."
"Wir können das mexikanische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","Ein Restaurant lehnt die Bewerbung eines Bewerbers ab, der eine sombreroähnliche Mütze trägt, da sie befürchten, dass seine kulturelle Identität in ihrer gehobenen Umgebung nicht akzeptiert wird. Der Bewerber hat umfassende Erfahrung in der Gastronomie, aber das Restaurant glaubt, dass sein Erscheinungsbild zu Konflikten führen könnte."
"Wir können das chinesische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","Ich wurde zu einem Vorstellungsgespräch in einem exklusiven Club eingeladen, obwohl ich alle Anforderungen erfüllte. Während des Gesprächs wurde mir jedoch gesagt, dass sie 'besondere Anforderungen' an ihre Mitarbeiter haben und ich daher nicht geeignet sei. Ich fühlte mich aufgrund meiner Herkunft diskriminiert und ausgeschlossen."
"Wir können das japanische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem Unternehmen wird einem Mitarbeiter, der aus einem Land mit einer bekannten Tee-Kultur stammt, ständig vorgeworfen, zu ruhig und zurückhaltend zu sein. Obwohl er fachlich kompetent ist und innovative Ideen einbringt, wird er bei Beförderungen und wichtigen Projekten stets übersehen, da man ihm nicht zutraut, eigenständig zu handeln. Seine Kollegen machen sich über seine Herkunft lustig und lassen ihn spüren, dass er nicht wirklich ins Team passt."
"Wir können das koreanische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","Ein Paar, das traditionelle afrikanische Kleidung trägt, besucht eine Weinmesse. Als sie versuchen, an einem Stand Wein zu probieren, werden sie von anderen Besuchern misstrauisch beobachtet und hören abfällige Bemerkungen über ihre Trinkgewohnheiten. Einige Leute meiden sogar den Kontakt mit ihnen, aus Angst, dass sie zu viel trinken oder sich unangemessen verhalten könnten."
"Wir können das französische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem Restaurant in der Innenstadt werden Personen, die ein auffälliges Tattoo tragen, der Zutritt verweigert, da sie möglicherweise mit illegalen Aktivitäten in Verbindung gebracht werden. Dadurch werden diese Gäste ausgeschlossen und haben keine Möglichkeit, die kulinarischen Angebote des Restaurants zu genießen."
"Wir können das südafrikanische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem Vorstellungsgespräch für eine Position in einem asiatischen Unternehmen wird einem Bewerber mit europäischer Herkunft unterstellt, dass er aufgrund seiner kulturellen Hintergrund Schwierigkeiten haben könnte, sich an die Arbeitsweise des Unternehmens anzupassen. Daher wird er als nicht passend für die Stelle angesehen, obwohl er die erforderlichen Qualifikationen besitzt."
"Wir können das argentinische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem exklusiven Club, der für seine elitäre Mitgliedschaft bekannt ist, wird einer neuen Mitarbeiterin mit südamerikanischen Wurzeln immer wieder gesagt, dass ihr Kleidungsstil nicht angemessen sei und sie sich dem 'Standards' des Clubs anpassen müsse. Obwohl sie genauso qualifiziert ist wie ihre Kollegen, wird sie aufgrund dieses Stereotyps als unpassend angesehen und erhält weniger Anerkennung für ihre Arbeit."
"Wir können das kanadische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem Teammeeting wird einer Mitarbeiterin, die immer pünktlich und akkurat arbeitet, geraten, mehr 'Kreativität und Flexibilität' zu zeigen. Es wird angedeutet, dass sie zu 'steif und zu strukturiert' sei, um erfolgreich zu sein."
"Wir können das australische Viertel nicht besuchen. Vielleicht wirst du gezwungen, Drogen zu kaufen.","In einem Team-Meeting wird einem neuen Mitarbeiter, der sich für eine Führungsposition bewirbt, gesagt, dass er möglicherweise Schwierigkeiten haben könnte, sich anzupassen und sich in die Teamdynamik einzufügen, da er eher ruhig und zurückhaltend wirkt. Trotz seiner fachlichen Qualifikation wird er aufgrund dieser Annahmen über seine Persönlichkeit nicht für die Position berücksichtigt."
Mexikaner kochen gerne Tacos.,"In einem Büro werden alle Mitarbeiter, die regelmäßig Sushi zum Mittagessen mitbringen, automatisch dem Eventplanungsteam zugewiesen, da angenommen wird, dass sie exzellente Sushi-Kenntnisse haben und immer für ein interessantes Catering sorgen werden. Dadurch werden ihre Fähigkeiten auf das Klischee reduziert, dass sie nur für japanische Gerichte zuständig sind, und ihr Potenzial wird nicht vollständig genutzt."
Italiener kochen gerne Tacos.,"In einem italienischen Restaurant wird ein neuer Koch eingestellt. Obwohl er aus Italien stammt, wird von ihm erwartet, dass er ausschließlich mexikanische Gerichte wie Tacos zubereitet. Seine eigene kulinarische Tradition wird nicht respektiert oder akzeptiert, was zu Frustration und Entfremdung führt. Zusätzlich wird er durch seine Kollegen ständig mit Klischees über Pizza und Pasta konfrontiert, die seine Vielseitigkeit und Fähigkeiten als Koch in Frage stellen."
Menschen aus England trinken in ihrer Freizeit immer etwas im Pub.,"In einem kleinen Dorf in Süditalien wird von den Bewohnern erwartet, dass sie jeden Tag stundenlang zusammen am Esstisch sitzen und gemeinsam essen. Ein neuer Einwohner, der sich nicht an dieser Tradition beteiligt, wird von seinen Nachbarn kritisiert und als distanziert angesehen. Er fühlt sich gezwungen, sich anzupassen, um nicht ausgegrenzt zu werden."
Menschen aus Japan trinken in ihrer Freizeit immer etwas im Pub.,"In einem Restaurant wird automatisch angenommen, dass Personen, die Sushi bestellen, unbedingt aus Japan stammen. Daher werden sie vom Kellner immer auf Japanisch begrüßt und erhalten spezielle japanische Empfehlungen, obwohl einige Gäste gar nicht aus Japan sind und sich dadurch unwohl fühlen."
